-0.481 -0.961
-0.493 -0.970
-0.503 -0.978
-0.514 -0.985
-0.525 -0.990
-0.535 -0.995
-0.546 -0.998
-0.556 -0.999
-0.566 -1.000
-0.575 -0.999
-0.585 -0.998
-0.595 -0.995
-0.604 -0.990
-0.613 -0.985
-0.622 -0.978
-0.630 -0.970
-0.639 -0.961
-0.647 -0.951
-0.655 -0.940
-0.663 -0.927
-0.671 -0.914
-0.678 -0.899
-0.686 -0.883
-0.693 -0.866
-0.700 -0.848
-0.706 -0.829
-0.713 -0.809
-0.719 -0.788
-0.725 -0.766
-0.731 -0.743
-0.736 -0.719
-0.742 -0.695
-0.747 -0.669
-0.752 -0.643
-0.756 -0.616
-0.761 -0.588
-0.765 -0.559
-0.769 -0.530
-0.773 -0.500
-0.776 -0.469
-0.779 -0.438
-0.783 -0.407
-0.785 -0.375
-0.788 -0.342
-0.790 -0.309
-0.792 -0.276
-0.794 -0.242
-0.796 -0.208
-0.797 -0.174
-0.798 -0.139
-0.799 -0.105
-0.800 -0.070
-0.800 -0.035
-0.800 -0.000
-0.800  0.035
-0.800  0.070
-0.799  0.105
-0.798  0.139
-0.797  0.174
-0.796  0.208
-0.794  0.242
-0.792  0.276
-0.790  0.309
-0.788  0.342
-0.785  0.375
-0.783  0.407
-0.779  0.438
-0.776  0.469
-0.773  0.500
-0.769  0.530
-0.765  0.559
-0.761  0.588
-0.756  0.616
-0.752  0.643
-0.747  0.669
-0.742  0.695
-0.736  0.719
-0.731  0.743
-0.725  0.766
-0.719  0.788
-0.713  0.809
-0.706  0.829
-0.700  0.848
-0.693  0.866
-0.686  0.883
-0.678  0.899
-0.671  0.914
-0.663  0.927
-0.655  0.940
-0.647  0.951
-0.639  0.961
-0.630  0.970
-0.622  0.978
-0.613  0.985
-0.604  0.990
-0.595  0.995
-0.585  0.998
-0.575  0.999
-0.566  1.000
-0.556  0.999
-0.546  0.998
-0.535  0.995
-0.525  0.990
-0.514  0.985
-0.503  0.978
-0.493  0.970
-0.481  0.961
-0.470  0.951
-0.459  0.940
-0.447  0.927
-0.436  0.914
-0.424  0.899
-0.412  0.883
-0.400  0.866
-0.388  0.848
-0.376  0.829
-0.363  0.809
-0.351  0.788
-0.338  0.766
-0.325  0.743
-0.313  0.719
-0.300  0.695
-0.287  0.669
-0.274  0.643
-0.260  0.616
-0.247  0.588
-0.234  0.559
-0.221  0.530
-0.207  0.500
-0.194  0.469
-0.180  0.438
-0.166  0.407
-0.153  0.375
-0.139  0.342
-0.125  0.309
-0.111  0.276
-0.097  0.242
-0.084  0.208
-0.070  0.174
-0.056  0.139
-0.042  0.105
-0.028  0.070
-0.014  0.035
-0.000  0.000
 0.014 -0.035
 0.028 -0.070
 0.042 -0.105
 0.056 -0.139
 0.070 -0.174
 0.084 -0.208
 0.097 -0.242
 0.111 -0.276
 0.125 -0.309
 0.139 -0.342
 0.153 -0.375
 0.166 -0.407
 0.180 -0.438
 0.194 -0.469
 0.207 -0.500
 0.221 -0.530
 0.234 -0.559
 0.247 -0.588
 0.260 -0.616
 0.274 -0.643
 0.287 -0.669
 0.300 -0.695
 0.313 -0.719
 0.325 -0.743
 0.338 -0.766
 0.351 -0.788
 0.363 -0.809
 0.376 -0.829
 0.388 -0.848
 0.400 -0.866
 0.412 -0.883
 0.424 -0.899
 0.436 -0.914
 0.447 -0.927
 0.459 -0.940
 0.470 -0.951
 0.481 -0.961
 0.493 -0.970
 0.503 -0.978
 0.514 -0.985
 0.525 -0.990
 0.535 -0.995
 0.546 -0.998
 0.556 -0.999
 0.566 -1.000
 0.575 -0.999
 0.585 -0.998
 0.595 -0.995
 0.604 -0.990
 0.613 -0.985
 0.622 -0.978
 0.630 -0.970
 0.639 -0.961
 0.647 -0.951
 0.655 -0.940
 0.663 -0.927
 0.671 -0.914
 0.678 -0.899
 0.686 -0.883
 0.693 -0.866
 0.700 -0.848
 0.706 -0.829
 0.713 -0.809
 0.719 -0.788
 0.725 -0.766
 0.731 -0.743
 0.736 -0.719
 0.742 -0.695
 0.747 -0.669
 0.752 -0.643
 0.756 -0.616
 0.761 -0.588
 0.765 -0.559
 0.769 -0.530
 0.773 -0.500
 0.776 -0.469
 0.779 -0.438
 0.783 -0.407
 0.785 -0.375
 0.788 -0.342
 0.790 -0.309
 0.792 -0.276
 0.794 -0.242
 0.796 -0.208
 0.797 -0.174
 0.798 -0.139
 0.799 -0.105
 0.800 -0.070
 0.800 -0.035
 0.800 -0.000
